ID,Y,MACCS_144,ECFP_21,ECFP_25,ECFP_45,ECFP_219,ECFP_352,ECFP_452,ECFP_654,ECFP_656,ECFP_680,ECFP_730,ECFP_765,ECFP_873,ECFP_936,EEig01x,HATS3u,BELm4,RDF010m,EEig02x,SPP,piPC10,H2u,Mor31u,H1u,TPSA(Tot),Q2,BEHv3,Mor14u,EEig02d,Mor14m,J,qnmax,TPSA(NO),EEig03x,MAXDN,Mor17v,BELe8,RBN,R1u,R6u,HOMA,BELm3,CIC4,BEHv7,L2v,PCD,RTe,HATS4u,GATS2m,Mor10v,HATS0u,Mor13u,BEHv2,As,EEig05x,Mor29m,BAC,MAXDP,Mor06u,EEig06d,Qtot,T(N..O),H5u,HNar,CIC1,Mor25u,HATS8u,RDF015m,DECC,EEig03d,RCI,HGM,R8u,RDF020m,GATS2v,H4e,BEHm3,Mor06v,Mor07m,SEigv,TE1,H7u,ATS8v,SEigZ,Qneg,Mor17u,HATS7u,EEig08x,BEHm1,QXXm,H-047,nBM,Mor20e,RDF040u,ESpm07d,RDF060u,RDF020e,R1m+,R2u,RDF105v,RDF055m,EEig05d,EEig15d,GGI4,HATS6u,GATS1p,RDF055u,H0e,Rww,Mor15m,T(O..O),GATS2p,ARR,VEA1,Mor04v,Lop,HATS3m,MATS2e,MATS2m,RDF095p,Mor21u,BEHm6,R5u,Mor04u,DP16,Mor20m,Mor12u,HATS5u,IC2,Jhetp,GGI3,GATS1m,H0v,RDF030m,R7u,H3u,R3u,E3v,HATS5m,IDDE,IVDE,RDF100u,X4v,MPC06,EEig04d,EEig04x,Mor27u,Mor18u,R4u,H8u
CHEMBL4868895,5.6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.489,0.077,1.437,2.49,4.421,0.643,7.418,2.305,-1.899,1.544,67.13,1.192,3.454,-0.348,3.366,-3.216,1.532,-0.363,67.13,3.926,1.807,0.504,0.895,6,1.723,1.026,-79.831,1.624,1.128,2.756,1.104,53.371,25.952,0.106,0.905,7.519,0.125,-1.589,3.81,6.347,3.45,-0.559,42,5.728,-0.559,2.399,5.057,0,1.702,1.862,2.346,3.704,0.112,28.685,1.556,2.917,0.825,2.991,0.538,2.7,0.905,1.481,3.502,-0.036,-2.716,-5.723,37.712,1.169,3.074,1.5,-2.528,-0.68,0.207,2.54,3.956,28.276,19,15,3.092,22.33,9.755,12.615,10.383,0.091,1.905,0.022,2.163,2.555,0.121,2.142,0.156,1.057,13.338,2.02,22.968,-1.557,108,0.905,0.414,4.409,-2.019,1.035,0.034,-0.132,-0.132,0.921,-0.564,2.951,1.517,-5.15,3.545,1.621,-0.826,0.163,3.823,1.572,2.063,1.057,0.677,19.09,1.11,1.407,1.117,0,0.033,4.032,1.487,2.091,2.751,90,2.667,3.625,-1.065,-1.518,1.214,0.299
CHEMBL4868945,4.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506,0.237,1.124,0.517,4.223,1.13,6.604,1.906,0.161,1.55,60.31,2.584,3.416,-0.257,3.376,-1.173,1.542,-0.57,60.31,3.975,2.176,0.066,0.48,2,1.31,0.364,0.793,1.572,0,2.624,2.131,43.721,13.666,0.199,0.716,0.265,0.176,-0.338,3.786,32.416,3.229,0.212,17,5.353,-2.097,2.125,7.52,12,0.529,1.886,1.739,1.068,0.163,7.503,1.388,3.293,1.412,4.58,0.295,0.436,0.736,1.08,3.522,1.003,2.256,-2.786,17.621,0.251,2.798,2.08,-3.26,-0.359,0.143,2.766,4.04,66.487,7,15,1.903,13.117,9.954,6.837,4.815,0.19,1.092,2.437,2.273,2.398,-0.663,1.48,0.14,0.614,3.89,2.154,15.107,1.46,4,0.68,0.5,4.016,0.566,0.65,0.289,-0.058,-0.053,1.934,-0.654,2.901,0.549,2.406,8.977,1.545,-0.272,0.169,4.073,1.525,1.813,0.511,1.099,3.576,0.329,1.956,1.134,0,0.057,4.187,1.495,2.157,2.492,69,2.659,3.515,-0.331,-1.211,0.798,0.2
CHEMBL4869187,8.21,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.483,0.125,1.544,2.311,4.125,1.207,7.261,2.055,-2.12,1.404,42.68,1.617,3.46,-0.616,2.982,-2.804,1.423,-0.838,42.68,3.935,1.722,0.506,0.799,4,1.596,0.7,-79.831,1.663,0.704,2.664,0.793,48.842,23.297,0.201,0.875,6.642,0.134,-1.376,3.808,4.052,3.433,-0.45,21,5.534,0.823,2.143,5.158,31,1.54,1.895,2.079,3.721,0.09,23.825,1.785,2.959,0.825,3.208,0.439,1.866,0.874,1.483,3.502,0.26,-2.312,-3.301,35.847,0.423,2.829,0.893,-2.579,-0.139,0.062,2.51,3.947,15.668,18,15,2.869,14.376,9.528,11.892,6.304,0.087,1.826,0.051,1.983,2.454,-0.443,1.48,0.128,0.977,13.664,1.942,18.123,-1.214,14,0.873,0.462,3.904,-2.178,0.921,0.034,-0.097,-0.098,1.125,-0.583,2.837,1.655,-4.771,3.694,1.429,-0.769,0.214,4.248,1.566,1.438,0.929,0.648,14.178,0.44,1.494,1.386,0,0.017,4.054,1.459,1.845,2.435,78,2.591,3.662,-1.081,-1.241,1.588,0.431
CHEMBL4870855,7.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.445,0.252,1.139,1.732,4.086,1.2,6.584,1.67,-1.8,1.398,59.31,1.594,3.401,-1.718,3.394,-3.046,1.543,-0.57,59.31,3.947,2.34,0.655,0.494,2,1.687,0.513,-76.959,1.547,0,2.566,0.664,44.721,20.154,0.224,0.698,5.852,0.187,-2.063,3.775,2.947,3.196,-0.385,10,5.176,1.549,1.901,4.988,8,0.569,1.938,1.759,2.467,0.152,24.391,1.351,2.962,0.821,4.34,0.477,1.944,0.713,0.928,3.503,-0.075,-1.567,-3.301,29.976,0.352,2.642,1.54,-2.494,0.308,0.131,2.659,3.956,16.115,9,15,2.201,7.422,9.931,2.594,3.423,0.306,1.547,0,0.993,2.314,-0.661,1.409,0.096,0.707,5.2,2.056,13.481,-0.879,8,0.682,0.522,3.952,-1.481,0.61,0.077,0.1,-0.036,0,-0.181,2.791,0.829,-3.782,0.573,1.717,-0.236,0.16,4.027,1.529,1.5,0.505,0.875,11.464,0.57,1.736,1.694,0,0.037,4.297,1.418,0,2.175,66,2.873,3.404,-0.673,-0.335,1.238,0.237
CHEMBL4870887,8.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506,0.167,1.412,2.035,4.223,1.2,6.604,1.95,-1.725,1.401,74.41,1.569,3.424,-0.857,3.666,-2.812,1.542,-0.57,46.17,3.975,2.032,0.568,0.613,2,1.613,0.5,-76.967,1.561,0.419,2.707,0.744,43.721,21.178,0.222,0.988,6.487,0.157,-1.92,3.829,3.074,3.229,-0.263,17,5.427,1.811,2.308,4.908,4,0.979,1.886,1.761,3.053,0.091,26.039,1.388,3.332,0.821,3.724,0.421,2.173,0.633,1.456,3.503,-0.343,-1.675,-2.266,32.747,0.268,2.845,1.268,-2.454,-0.336,0.086,2.766,4.09,16.2,7,15,2.564,14.528,10.868,6.975,5.208,0.12,1.752,0,1.24,2.823,-0.528,1.48,0.08,0.667,10.159,1.914,15.107,-1.046,4,0.714,0.5,4.016,-1.896,0.65,0.05,0.061,-0.071,0.1,-0.345,2.841,1.318,-4.336,0.97,1.683,-0.436,0.239,4.097,1.615,1.813,0.93,0.745,13.714,0.493,1.677,1.51,0,0.02,4.187,1.495,0,3.156,69,2.986,3.515,-0.92,-0.597,1.542,0.289
CHEMBL4871027,6.48,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.487,0.163,1.408,1.984,4.051,0.983,7.157,1.704,-1.837,1.39,59.67,1.125,3.445,-1.033,2.917,-2.556,1.477,-0.533,59.67,3.892,1.782,0.536,0.628,3,1.644,0.612,-79.831,1.621,0.354,2.647,0.671,50.53,21.39,0.203,0.875,6.258,0.162,-1.888,3.794,3.514,3.413,-0.363,11,5.465,2.17,2.093,4.547,0,1.111,1.941,1.844,2.638,0.115,22.064,1.455,2.723,0.825,3.792,0.451,1.658,0.875,1.293,3.485,0.185,-1.956,-3.816,24.515,0.478,2.678,1,-2.273,0.021,0.121,2.5,3.944,13.761,12,15,1.958,8.919,9.437,4.472,4.988,0.106,1.568,0,1.036,2.313,-0.764,1.4,0.116,0.802,7.167,2.025,14.297,-1.129,44,0.875,0.5,3.831,-1.749,0.797,0.043,-0.111,-0.111,0.255,-0.584,2.793,1.226,-4.278,2.336,1.256,-0.581,0.199,4.159,1.634,1.063,0.802,0.685,12.862,0.584,1.527,1.461,0,0.025,3.971,1.395,0.621,2.139,70,2.667,3.519,-0.726,-0.633,1.389,0.338
CHEMBL4872807,6.8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.463,0.134,1.418,2.119,4.271,0.643,7.192,2.027,-1.884,1.458,48.67,0.848,3.443,-0.326,3.193,-2.519,1.465,-0.363,48.67,3.835,1.719,0.507,0.713,4,1.675,0.803,-79.831,1.627,0.449,2.711,0.812,54.722,22.59,0.148,0.881,6.432,0.15,-1.931,3.8,4.038,3.147,-0.386,14,5.417,0.85,2.135,4.207,0,1.253,1.944,2.08,2.97,0.088,23.68,1.414,2.82,0.825,3.572,0.408,1.854,0.881,1.282,3.463,0.058,-2.089,-3.816,25.8,0.524,2.838,1,-2.103,-0.352,0.166,2.524,3.937,17.073,15,15,2.469,14.017,9.532,8.275,5.95,0.1,1.764,0,1.587,2.195,-0.571,1.44,0.145,0.932,11.343,1.988,16.394,-1.31,41,0.881,0.48,3.992,-1.837,0.886,0.042,-0.11,-0.11,0.072,-0.489,2.847,1.322,-4.449,1.872,1.372,-0.585,0.178,4.025,1.589,1.438,0.932,0.705,12.495,0.793,1.535,1.335,0,0.022,4.35,1.371,0.578,2.35,68,2.405,3.572,-0.874,-0.884,1.238,0.21
CHEMBL4875217,5.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.265,0.356,1.412,0.748,4.212,1.139,6.025,2.488,0.871,2.007,38.33,1.757,3.39,1.25,3.149,-0.484,1.478,-0.57,38.33,3.878,1.646,-0.361,0.65,2,1.911,0.695,0.962,1.66,0.488,2.694,1.51,33.15,23.046,0.525,0.8,0.639,0.313,0.292,3.819,25.158,2.938,0.277,10,5.382,-2.732,2.024,5.92,4,1.312,1.938,2.103,1.112,0.302,12.14,1.442,2.985,1.407,5.49,0.483,0.523,0.805,1.859,3.452,0.747,3.34,-2.347,17.378,0.296,2.71,0.643,-2.96,-1.102,0.293,2.517,3.903,36.571,9,13,1.656,18.432,9.66,8.382,5.893,0.064,1.884,2.172,2.036,2.09,-0.821,1.329,0.298,0.806,9.443,2.861,13.798,1.175,4,0.81,0.522,4.136,0.913,0.61,0.083,0.038,0.041,3.408,-1.27,2.809,1.341,4.067,9.439,0.876,-1.352,0.539,4.143,1.416,1.125,0.78,1.01,6.417,0.604,2.08,1.71,0.138,0.043,3.975,1.418,3.875,2.56,62,2.332,3.43,-0.256,-1.787,1.752,0.344
CHEMBL4875421,7.12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.487,0.179,1.409,1.939,3.99,0.643,7.103,1.741,-1.838,1.385,39.44,0.677,3.442,-0.985,2.917,-2.401,1.497,-0.363,39.44,3.847,1.734,0.571,0.617,3,1.624,0.641,-79.816,1.627,0.364,2.647,0.652,50.936,20.636,0.187,0.878,6.088,0.166,-1.735,3.789,2.975,3.171,-0.341,6,5.451,1.992,1.556,3.782,0,1.032,2,2.08,2.818,0.124,20.664,1.488,2.667,0.825,3.898,0.459,1.474,0.878,1.105,3.477,0.241,-1.989,-2.862,19.736,0.48,2.605,0.75,-1.891,0.157,0.126,2.467,3.943,13.083,13,15,1.886,9.484,9.375,5.136,5.005,0.105,1.603,0,0.94,2.138,-0.78,1.209,0.128,0.845,6.088,1.965,12.714,-1.108,14,0.878,0.522,3.782,-1.736,0.741,0.037,-0.097,-0.097,0.063,-0.404,2.772,1.217,-4.202,1.442,1.181,-0.502,0.193,4,1.664,1,0.845,0.708,12.511,0.594,1.539,1.478,0,0.026,4.011,1.268,0.249,2.117,66,2.529,3.474,-0.812,-0.566,1.277,0.298
CHEMBL4875465,6.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.256,0.504,1.184,0.584,4.08,1.139,5.957,2.202,0.554,1.96,38.33,1.783,3.381,0.686,3.149,-0.537,1.481,-0.57,38.33,3.811,1.707,-0.157,0.574,2,1.793,0.776,0.979,1.651,0.118,2.6,1.431,33.464,21.553,0.563,0.705,0.542,0.372,0.286,3.775,25.707,2.937,0.161,5,5.254,-2.108,2.025,6,4,0.912,2,1.753,1.053,0.446,9.93,1.385,2.966,1.401,6.585,0.496,0.486,0.822,1.404,3.48,0.848,2.632,-2.347,15.895,0.354,2.567,1.29,-3,-0.743,0.501,2.5,3.943,46.939,10,13,1.706,12.934,9.653,8.084,5.424,0.234,1.667,1.165,1.803,2.09,-1.008,1.138,0.418,0.741,5.56,3.043,12.169,1.173,4,0.775,0.545,3.954,0.54,0.548,0.169,-0.031,-0.042,2.154,-1.166,2.786,1.02,3.324,8.536,1.202,-1.137,0.467,4.124,1.412,1.063,0.494,1.257,5.111,0.734,2.087,1.889,0.136,0.077,3.922,1.295,3.747,2.497,58,2.331,3.256,-0.453,-1.538,1.562,0.164
CHEMBL4875706,7.32,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.462,0.163,1.543,2.13,4.122,1.207,7.122,1.971,-2.017,1.404,33.45,1.445,3.451,-0.503,2.982,-2.443,1.42,-0.838,33.45,3.833,1.678,0.503,0.761,3,1.616,0.635,-79.831,1.665,0.654,2.647,0.745,49.859,22.121,0.227,0.89,6.289,0.146,-1.748,3.805,3.377,3.151,-0.358,11,5.375,1.406,1.654,4.733,18,1.282,1.941,2.143,3.314,0.098,21.795,1.488,2.82,0.825,3.616,0.427,1.556,0.885,1.371,3.468,0.306,-2.07,-2.347,30.376,0.333,2.735,0.643,-2.367,-0.166,0.074,2.5,3.934,13.623,16,15,2.448,12.945,9.423,8.315,5.563,0.072,1.764,0,1.572,2.179,-0.62,1.169,0.119,0.901,9.588,1.923,15.132,-1.187,4,0.882,0.5,3.814,-2.038,0.797,0.039,-0.086,-0.087,0.052,-0.484,2.834,1.43,-4.551,1.959,1.288,-0.463,0.193,3.945,1.628,1.25,0.835,0.688,12.089,0.448,1.643,1.53,0,0.016,3.732,1.395,0.785,2.278,65,2.457,3.618,-0.941,-0.861,1.579,0.307
CHEMBL4875710,6.64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.487,0.117,1.545,2.649,4.124,1.207,7.257,2.039,-1.763,1.412,42.68,1.617,3.459,-0.236,2.982,-2.552,1.443,-0.838,42.68,3.916,1.74,0.216,0.799,4,1.595,0.713,-77.639,1.663,0.704,2.667,0.775,48.828,23.121,0.199,0.875,6.916,0.135,-1.674,3.808,4.35,3.459,-0.684,21,5.588,1.52,2.125,5.158,30,1.671,1.895,2.079,3.021,0.088,27.376,1.635,2.917,0.833,3.02,0.408,1.031,0.874,1.515,3.499,0.629,-2.525,-3.301,35.302,0.475,2.829,0.893,-2.579,-0.57,0.075,2.5,3.947,16.578,18,15,2.065,13.601,9.527,12.39,5.27,0.099,1.807,0.197,3.038,2.453,-0.563,1.48,0.131,0.977,11.55,1.952,18.168,-1.38,14,0.873,0.462,3.901,-2.326,0.921,0.032,-0.097,-0.098,0.93,-0.964,2.879,1.638,-4.962,3.743,0.831,-0.841,0.21,4.265,1.587,1.313,0.929,0.644,17.9,0.474,1.471,1.349,0,0.021,4.002,1.459,4.215,2.437,78,2.667,3.653,-0.946,-1.394,1.576,0.356
CHEMBL4875785,5.28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.556,0.236,1.389,0.528,4.225,1.13,6.723,2.076,0.257,1.619,50.05,2.625,3.422,-0.353,3.388,-1.003,1.59,-0.57,50.05,3.989,2.158,0.035,0.669,2,1.597,0.735,0.783,1.602,0.136,2.644,2.661,43.164,17.865,0.286,0.703,0.311,0.83,-0.158,3.787,37.861,3.397,0.09,26,5.512,-1.999,2.134,7.582,12,0.61,1.84,1.612,1.17,0.218,8.783,1.361,3.295,1.419,4.64,0.341,0.385,0.722,1.307,3.522,1.143,2.206,-2.786,19.545,0.184,2.913,2.08,-3.291,-0.273,0.312,2.771,4.041,74.221,10,15,2.092,14.551,10.025,10.285,4.383,0.164,1.705,2.231,3.686,2.4,-0.349,1.871,0.512,0.683,7.182,2.989,16.453,1.617,4,0.67,0.48,3.992,0.774,0.675,0.241,-0.045,-0.047,2.245,-1.118,3.036,0.856,2.464,9.022,1.545,-0.51,0.347,4.203,1.552,2.125,0.512,1.157,3.891,0.447,2.029,1.146,0.01,0.064,4.35,1.538,2.43,2.769,76,2.941,3.521,-0.291,-1.532,1,0.165
CHEMBL4876442,6.82,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.487,0.119,1.425,2.118,4.068,0.643,7.208,2.001,-1.885,1.442,48.67,0.848,3.447,-0.545,2.917,-2.646,1.453,-0.363,48.67,3.899,1.755,0.548,0.799,4,1.651,0.675,-79.831,1.626,0.654,2.647,0.791,49.521,21.993,0.157,0.881,6.401,0.153,-1.789,3.796,3.922,3.437,-0.431,14,5.531,1.299,2.113,4.207,0,1.43,1.944,2.08,3.159,0.104,22.773,1.577,2.859,0.825,3.495,0.431,1.767,0.881,1.311,3.489,0.198,-2.231,-3.816,25.356,0.434,2.745,1,-2.103,0.031,0.093,2.5,3.945,16.426,15,15,2.361,11.34,9.481,8.625,5.676,0.108,1.755,0.011,1.46,2.398,-0.541,1.44,0.136,0.932,9.733,1.987,16.066,-1.238,44,0.881,0.48,3.854,-1.858,0.886,0.036,-0.11,-0.11,0.338,-0.522,2.844,1.469,-4.362,2.937,1.327,-0.581,0.219,3.922,1.573,1.063,0.932,0.678,13.729,0.52,1.42,1.287,0,0.024,4.002,1.371,1.387,2.268,74,2.667,3.55,-0.875,-0.927,1.29,0.286
CHEMBL4876665,8.07,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.462,0.25,1.22,1.736,4.044,0.38,7.007,1.669,-1.764,1.393,30.21,0.532,3.434,-0.927,2.916,-2.232,1.454,-0.19,30.21,3.8,1.952,0.528,0.447,2,1.673,0.532,-79.831,1.619,0.258,2.573,0.645,51.626,19.898,0.22,0.808,5.614,0.186,-1.797,3.787,2.824,3.144,-0.29,5,5.233,1.941,1.64,3.437,0,0.594,2,2.131,2.361,0.153,20.171,1.33,2.82,0.825,4.359,0.477,1.392,0.851,0.952,3.449,0.046,-1.753,-3.348,15.801,0.354,2.553,0.833,-1.718,0.068,0.135,2.5,3.93,11.593,10,15,1.66,8.165,9.392,2.58,4.289,0.157,1.539,0,0.815,2.164,-1,1.089,0.104,0.649,5.325,2.06,11.292,-1.02,4,0.848,0.545,3.717,-1.543,0.548,0.061,-0.091,-0.082,0,-0.437,2.619,0.891,-3.824,0.848,1.128,-0.538,0.162,3.833,1.67,1,0.6,0.775,10.189,0.578,1.731,1.686,0,0.022,3.784,1.295,0,1.968,57,2.405,3.452,-0.657,-0.286,1.227,0.238
CHEMBL4876842,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.483,0.18,1.41,1.937,3.997,0.643,7.108,1.852,-1.854,1.409,39.44,0.677,3.443,-0.847,2.96,-2.383,1.474,-0.363,39.44,3.864,1.717,0.538,0.643,3,1.64,0.611,-79.831,1.627,0.364,2.647,0.74,50.96,20.524,0.183,0.878,5.88,0.168,-1.589,3.789,3.085,3.12,-0.35,6,5.397,1.61,1.615,3.782,0,0.93,2,2.08,2.883,0.135,20.631,1.678,2.591,0.825,3.862,0.479,1.485,0.878,1.082,3.48,0.14,-2.044,-2.862,19.719,0.415,2.605,0.75,-1.891,0.089,0.107,2.5,3.942,13.574,13,15,1.934,10.524,9.376,6.846,5.032,0.096,1.648,0,1.218,2.156,-0.894,1.209,0.125,0.845,9.407,1.951,12.675,-1.042,14,0.878,0.522,3.783,-1.763,0.741,0.038,-0.097,-0.097,0.011,-0.318,2.791,1.19,-4.152,1.399,1.161,-0.827,0.195,3.979,1.637,1.125,0.845,0.723,12.024,0.549,1.595,1.483,0,0.02,4.202,1.268,0.346,2.116,66,2.529,3.458,-0.837,-0.487,1.26,0.331
CHEMBL4877717,7.68,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.485,0.082,1.437,2.878,4.421,0.643,7.421,2.317,-1.689,1.542,67.13,1.192,3.455,-0.058,3.366,-2.926,1.512,-0.363,67.13,3.945,1.789,0.128,0.876,6,1.712,0.96,-77.639,1.624,1.128,2.743,1.147,53.359,25.549,0.111,0.905,7.436,0.127,-1.674,3.81,6.425,3.42,-0.823,42,5.675,-0.838,2.401,5.057,0,1.574,1.862,2.346,2.992,0.119,32.866,1.756,2.959,0.833,2.831,0.557,1.566,0.905,1.466,3.504,0.149,-3.005,-5.723,37.074,1.033,3.074,1.5,-2.528,-1.167,0.186,2.604,3.956,28.421,19,15,2.358,23.407,9.756,17.886,8.797,0.101,1.905,0.019,4.572,2.555,0.111,2.142,0.143,1.057,17.51,2.019,22.917,-1.606,111,0.905,0.414,4.421,-2.181,1.035,0.035,-0.132,-0.132,0.231,-0.742,2.938,1.47,-5.342,3.687,0.864,-1.538,0.166,3.924,1.554,2.188,1.057,0.679,23.026,1.036,1.407,1.115,0,0.029,4.208,1.487,2.832,2.749,90,2.591,3.637,-0.9,-1.411,1.198,0.35
CHEMBL4877743,7.55,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4.487,0.177,1.407,1.965,4.051,0.643,7.157,1.745,-1.809,1.389,39.44,0.694,3.446,-1.018,2.937,-2.734,1.477,-0.363,39.44,3.892,1.759,0.552,0.608,3,1.649,0.644,-79.831,1.614,0.364,2.647,0.644,50.53,21.234,0.187,0.713,6.34,0.166,-1.748,3.796,3.492,3.413,-0.4,11,5.484,1.742,2.112,3.836,0,1.035,1.941,1.818,2.748,0.125,23.654,1.455,2.916,0.825,3.905,0.461,1.882,0.86,1.141,3.531,-0.083,-1.882,-2.862,21.034,0.478,2.743,1.397,-1.918,0.129,0.126,2.5,3.965,14.551,12,15,2.016,8.566,9.506,4.465,4.981,0.275,1.619,0,0.953,2.403,-0.756,1.4,0.128,0.785,6.048,2.033,14.297,-1.149,14,0.812,0.5,3.831,-1.732,0.797,0.065,-0.112,-0.043,0.551,-0.595,2.86,1.222,-4.047,2.336,1.365,-0.45,0.195,4.203,1.666,1.063,0.509,0.798,12.988,0.596,1.539,1.489,0,0.03,3.971,1.395,0,2.253,70,2.667,3.519,-0.748,-0.642,1.284,0.298
CHEMBL4878574,5.54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.349,0.266,1.418,0.695,4.26,1.186,6.555,2.556,0.432,2.113,56.79,2.285,3.398,0.677,3.196,-1.262,1.479,-0.57,56.79,3.957,1.869,-0.104,0.71,4,1.985,0.904,0.667,1.604,0.488,2.697,1.748,40.994,23.238,0.343,0.864,0.624,0.317,-0.563,3.786,33.729,2.975,0.366,14,5.4,-2.345,2.161,7.113,13,1.275,1.944,1.979,1.261,0.226,11.148,1.49,3.084,1.401,5.258,0.409,0.834,0.871,1.334,3.462,0.139,4.247,-4.255,20.549,0.424,2.823,1.143,-3.557,-0.628,0.422,2.665,3.921,47.374,16,14,2.524,22.072,9.609,16.825,9.363,0.077,1.866,3.502,2.399,2.203,-0.328,1.489,0.428,0.994,8.227,3.009,17.387,1.775,37,0.875,0.48,4.342,0.393,0.886,0.094,-0.071,-0.07,5.261,-0.794,2.865,1.231,1.525,10.119,1.412,0,0.455,4.143,1.37,1.25,0.979,1.068,7.138,0.829,1.775,1.325,0.186,0.078,4.437,1.371,6.401,2.373,69,2.413,3.509,-0.285,-2.023,1.246,0.218
CHEMBL4878916,7.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.265,0.507,1.181,0.543,4.212,1.139,6.025,2.193,0.538,1.951,38.33,1.8,3.383,0.568,3.31,-0.665,1.478,-0.57,38.33,3.878,1.747,-0.078,0.567,2,1.755,0.77,0.974,1.648,0.118,2.618,1.407,33.15,21.669,0.562,0.726,0.408,0.373,0.346,3.784,29.201,2.938,0.104,10,5.306,-1.726,2.09,6.054,4,0.911,1.938,1.615,0.991,0.446,10.029,1.442,3.146,1.402,6.565,0.494,0.471,0.805,1.445,3.5,1.083,2.127,-2.347,15.748,0.356,2.71,1.937,-3.027,-0.623,0.496,2.517,4.037,48.322,9,13,1.735,14.491,9.808,8.744,5.236,0.234,1.642,1.116,1.792,2.128,-0.736,1.329,0.414,0.697,5.385,3.123,13.798,1.469,4,0.727,0.522,4.136,0.765,0.61,0.422,-0.067,-0.058,3.322,-1.189,2.89,1.013,3.725,9.644,1.319,-1.129,0.462,4.215,1.423,1.125,0.512,1.354,5.081,0.729,2.087,1.869,0.13,0.08,3.975,1.418,3.833,2.613,62,2.415,3.43,-0.419,-1.462,1.549,0.161
CHEMBL50,4.41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.645,0.177,1.054,0.903,4.298,0.983,7.402,1.633,0.206,1.594,131.36,2.601,3.303,1.169,3.116,0.99,1.735,-0.533,131.36,4.028,2.554,-1.006,0.233,1,1.47,0.499,-2.085,1.405,0.063,2.469,2.616,37.387,15.095,0.221,0.978,0.248,0.169,-1.234,3.76,43.846,3.289,-0.284,37,5.143,0.715,2.252,6.66,0,0.667,1.784,1.939,-0.506,0.205,18.665,1.198,2.985,1.5,4.597,0.331,0.1,0.978,1.515,3.421,3.168,2.235,-6.677,17.64,0.243,2.236,1.75,-3.33,-1.172,0.206,2.806,3.984,72.685,5,14,-1.215,21.257,9.771,6.124,1.123,0.096,0.932,0.969,3.549,2.337,-0.684,2.133,0.192,0.733,5.32,2.303,13.343,0.012,124,0.978,0.5,4.138,0.355,0.714,0.096,-0.185,-0.185,0.794,-0.177,2.732,0.646,3.265,7.171,-0.693,-0.684,0.196,3.899,1.696,2.375,0.733,0.751,12.268,0.414,1.765,0.982,0,0.076,3.971,1.539,4.902,2.135,95,2.878,3.629,-0.143,0.32,0.932,0.126
CHEMBL506,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.536,0.31,1.533,0.917,3.638,1.39,6.382,3.412,0.573,2.41,60.17,3.299,3.307,0.936,2.656,-0.592,1.906,-0.99,60.17,3.574,0.971,-0.026,0.571,6,2.165,1.047,0.955,1.587,0.438,2.436,3.835,35.523,24.7,0.295,0.975,0.423,0.319,0.08,3.491,34.571,2.9,-0.014,18,1.838,-4.071,1.462,6.883,18,0.706,1.869,1.862,1.248,0.55,10.702,1.158,2.501,1.409,5.48,0.893,0.842,1.021,1.369,3.361,-0.215,2.871,-2.271,23.653,0.125,2.126,0.679,-3.442,-0.473,0.552,1.622,4.018,94.964,10,11,2.606,19.433,8.437,19.755,9.456,0.083,2.014,0,3.739,1.513,-1.044,1.027,0.421,1.02,16.573,2.894,16.295,1.206,0,1.04,0.55,3.658,0.009,1.88,0.051,-0.172,-0.175,0.492,-0.993,2.771,1.123,2.607,3.273,1.093,-1.22,0.336,4.584,1.783,1.25,1.029,1.032,2.691,1.013,2.746,1.59,0.148,0.082,3.827,1.384,2.016,2.154,56,1.998,3.195,-0.323,-1.947,1.266,0.182
